Problem,Alpha,Beta,DepthCut,NodesProcessed,NumSols,NumberofGeneratedSolutions,PercentNearOptimal,SolCut,Time(ms),diversity,nodeType
khb05250(50),0.010000,0.000000,0.000000,0,50,51,0.030000,0.000000,1569.433228,0.255752,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.010000,1403.774170,0.256054,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.020000,1376.491943,0.256054,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.030000,1440.832397,0.265408,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.040000,1496.389648,0.265408,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.050000,1526.455933,0.265408,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.060000,1476.687256,0.265408,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.070000,1427.791382,0.247109,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.080000,1375.230103,0.247109,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.090000,1553.171631,0.247109,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.100000,1499.550293,0.247109,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.200000,1613.629517,0.258333,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.300000,1391.468018,0.252517,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.400000,1377.601929,0.251803,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.500000,1284.023926,0.248503,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.600000,1316.196533,0.242415,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.700000,1600.516602,0.238980,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.800000,1492.199585,0.227585,DiversiTree
khb05250(50),0.010000,0.000000,0.000000,0,50,50,0.030000,0.900000,1191.093018,0.229490,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.000000,1640.942627,0.256701,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.010000,1714.937500,0.256054,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.020000,1694.775269,0.256054,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.030000,1643.116455,0.265408,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.040000,2020.195312,0.265408,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.050000,1854.772095,0.265408,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.060000,1763.663574,0.265408,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.070000,1607.873047,0.247109,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.080000,1794.761475,0.247109,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.090000,1666.319824,0.247109,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.100000,1644.557617,0.247109,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.200000,1745.927856,0.258333,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.300000,1905.558716,0.252517,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.400000,1649.765381,0.251803,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.500000,1473.089844,0.248503,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.600000,1465.783447,0.242415,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.700000,1434.421753,0.238980,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.800000,1740.532471,0.227585,DiversiTree
khb05250(50),0.010000,0.010000,0.000000,0,50,50,0.030000,0.900000,1290.032104,0.229490,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.000000,1780.813721,0.256701,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.010000,1846.792725,0.256054,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.020000,1827.318604,0.256054,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.030000,1953.100098,0.265408,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.040000,1769.768066,0.265408,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.050000,1769.201172,0.265408,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.060000,1732.253418,0.265408,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.070000,1842.022461,0.247109,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.080000,1725.622314,0.247109,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.090000,1647.481934,0.247109,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.100000,1692.294678,0.247109,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.200000,2023.945679,0.258333,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.300000,1755.860840,0.252517,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.400000,1696.890747,0.251803,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.500000,1643.891968,0.248503,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.600000,1470.457275,0.242415,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.700000,1362.815552,0.238980,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.800000,1545.441406,0.227585,DiversiTree
khb05250(50),0.010000,0.020000,0.000000,0,50,50,0.030000,0.900000,1176.378906,0.229490,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.000000,1949.201294,0.256701,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.010000,1796.576294,0.256054,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.020000,1941.025635,0.256054,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.030000,2003.372437,0.265408,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.040000,1862.717896,0.265408,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.050000,1773.532715,0.265408,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.060000,1773.946655,0.265408,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.070000,1678.156128,0.247109,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.080000,1654.332642,0.247109,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.090000,1924.288696,0.247109,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.100000,1723.502808,0.247109,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.200000,1721.198730,0.258333,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.300000,1822.208008,0.252517,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.400000,1775.383179,0.251803,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.500000,1469.049683,0.248503,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.600000,1443.292969,0.242415,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.700000,1374.661255,0.238980,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.800000,1472.001343,0.227585,DiversiTree
khb05250(50),0.010000,0.030000,0.000000,0,50,50,0.030000,0.900000,1164.763184,0.229490,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.000000,1936.072021,0.256701,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.010000,1888.635620,0.256054,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.020000,1781.273682,0.256054,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.030000,1797.285278,0.265408,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.040000,1680.739258,0.265408,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.050000,1674.399292,0.265408,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.060000,2055.451172,0.265408,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.070000,1646.586426,0.247109,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.080000,1652.353394,0.247109,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.090000,1615.622925,0.247109,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.100000,1609.599731,0.247109,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.200000,1610.832397,0.258333,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.300000,1699.402344,0.252517,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.400000,1827.838257,0.251803,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.500000,1570.125977,0.248503,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.600000,1481.914429,0.242415,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.700000,1417.451904,0.238980,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.800000,1504.323608,0.227585,DiversiTree
khb05250(50),0.010000,0.040000,0.000000,0,50,50,0.030000,0.900000,1527.355469,0.229490,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.000000,1864.499023,0.256701,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.010000,1832.843628,0.256054,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.020000,1896.436768,0.256054,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.030000,2022.055176,0.265408,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.040000,1789.678955,0.265408,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.050000,1777.163208,0.265408,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.060000,1822.809937,0.265408,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.070000,1902.996338,0.247109,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.080000,1658.923462,0.247109,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.090000,1690.551636,0.247109,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.100000,1737.133179,0.247109,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.200000,1906.051758,0.258333,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.300000,1749.377563,0.252517,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.400000,1689.871338,0.251803,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.500000,1497.890869,0.248503,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.600000,1689.122314,0.242415,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.700000,1580.135986,0.238980,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.800000,1588.822144,0.227585,DiversiTree
khb05250(50),0.010000,0.050000,0.000000,0,50,50,0.030000,0.900000,1367.863159,0.229490,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.000000,2063.890625,0.256701,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.010000,1845.372437,0.256054,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.020000,1868.637085,0.256054,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.030000,1884.145508,0.265408,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.040000,2091.982422,0.265408,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.050000,1857.945923,0.265408,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.060000,1854.368286,0.265408,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.070000,1892.557861,0.247109,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.080000,1825.601562,0.247109,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.090000,1724.108521,0.247109,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.100000,1751.490356,0.247109,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.200000,2031.813843,0.258333,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.300000,1765.386719,0.252517,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.400000,1788.875732,0.251803,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.500000,1629.440674,0.248503,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.600000,1694.375122,0.242415,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.700000,1452.630249,0.238980,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.800000,1510.130615,0.227585,DiversiTree
khb05250(50),0.010000,0.060000,0.000000,0,50,50,0.030000,0.900000,1282.024292,0.229490,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.000000,1796.826782,0.256701,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.010000,2054.147217,0.256054,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.020000,1866.691040,0.256054,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.030000,1832.723511,0.265408,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.040000,1824.033203,0.265408,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.050000,2050.442383,0.265408,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.060000,1838.673828,0.265408,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.070000,1764.231079,0.247109,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.080000,1955.211304,0.247109,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.090000,1706.578979,0.247109,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.100000,1717.541504,0.247109,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.200000,1935.843994,0.258333,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.300000,1813.872437,0.252517,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.400000,1704.448242,0.251803,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.500000,1563.082764,0.248503,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.600000,1465.630493,0.242415,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.700000,1386.994995,0.238980,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.800000,1780.869507,0.227585,DiversiTree
khb05250(50),0.010000,0.070000,0.000000,0,50,50,0.030000,0.900000,1245.334351,0.229490,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.000000,1769.859009,0.256701,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.010000,1821.641235,0.256054,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.020000,1821.592529,0.256054,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.030000,2029.767456,0.265408,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.040000,1873.350830,0.265408,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.050000,1830.585815,0.265408,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.060000,1818.770386,0.265408,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.070000,1900.783936,0.247109,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.080000,1782.289795,0.247109,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.090000,1770.681030,0.247109,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.100000,1776.956543,0.247109,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.200000,1943.899048,0.258333,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.300000,1761.109253,0.252517,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.400000,1717.649414,0.251803,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.500000,1651.296265,0.248503,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.600000,1690.875610,0.242415,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.700000,1465.717285,0.238980,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.800000,1538.742188,0.227585,DiversiTree
khb05250(50),0.010000,0.080000,0.000000,0,50,50,0.030000,0.900000,1265.831665,0.229490,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.000000,1931.368896,0.256701,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.010000,1943.008057,0.256054,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.020000,1896.132812,0.256054,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.030000,1893.186768,0.265408,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.040000,1926.229126,0.265408,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.050000,1989.729736,0.265408,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.060000,1928.357910,0.265408,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.070000,1605.483154,0.247109,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.080000,1711.879395,0.247109,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.090000,1741.697754,0.247109,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.100000,1813.465820,0.247109,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.200000,1769.627930,0.258333,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.300000,1791.832764,0.252517,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.400000,1664.405518,0.251803,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.500000,1428.348877,0.248503,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.600000,1392.163086,0.242415,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.700000,1352.450195,0.238980,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.800000,1409.658325,0.227585,DiversiTree
khb05250(50),0.010000,0.090000,0.000000,0,50,50,0.030000,0.900000,1187.194214,0.229490,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.000000,1687.866455,0.256701,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.010000,1775.213257,0.256054,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.020000,1860.325195,0.256054,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.030000,1999.750122,0.265408,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.040000,1910.743286,0.265408,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.050000,1922.341187,0.265408,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.060000,2036.542236,0.265408,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.070000,1866.597046,0.247109,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.080000,1894.981934,0.247109,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.090000,2118.964844,0.247109,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.100000,2213.520508,0.247109,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.200000,2099.202637,0.258333,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.300000,2157.400391,0.252517,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.400000,2169.027832,0.251803,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.500000,1827.033081,0.248503,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.600000,1885.534912,0.242415,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.700000,1758.229492,0.238980,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.800000,2012.241333,0.227585,DiversiTree
khb05250(50),0.010000,0.100000,0.000000,0,50,50,0.030000,0.900000,1579.909668,0.229490,DiversiTree
khb05250(50),0.010000,0.200000,0.000000,0,50,50,0.030000,0.000000,2322.102539,0.256701,DiversiTree
khb05250(50),0.010000,0.200000,0.000000,0,50,50,0.030000,0.010000,2006.521729,0.256054,DiversiTree
khb05250(50),0.010000,0.200000,0.000000,0,50,50,0.030000,0.020000,1918.394775,0.256054,DiversiTree
khb05250(50),0.010000,0.200000,0.000000,0,50,50,0.030000,0.030000,1837.658691,0.265408,DiversiTree
khb05250(50),0.010000,0.200000,0.000000,0,50,50,0.030000,0.040000,1809.665161,0.265408,DiversiTree
khb05250(50),0.010000,0.200000,0.000000,0,50,50,0.030000,0.050000,1727.027588,0.265408,DiversiTree
