Problem,Alpha,Beta,DepthCut,NodesProcessed,NumSols,NumberofGeneratedSolutions,PercentNearOptimal,SolCut,Time(ms),diversity,nodeType
gen(50),0.010000,0.040000,0.000000,0,50,51,0.010000,0.900000,377.537292,0.174128,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.000000,690.926514,0.171557,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.010000,657.600708,0.171557,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.020000,628.902832,0.171557,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.030000,638.202087,0.171557,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.040000,620.176514,0.171557,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.050000,662.227417,0.177973,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.060000,656.688660,0.177973,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.070000,617.718506,0.171557,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.080000,626.514038,0.171557,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.090000,626.886230,0.171557,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.100000,626.761597,0.171557,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.200000,605.545715,0.171557,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.300000,707.987915,0.171557,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.400000,1087.078125,0.182832,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.500000,889.267029,0.177756,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.600000,588.124512,0.178333,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.700000,476.537476,0.181394,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.800000,521.480652,0.172778,DiversiTree
gen(50),0.010000,0.050000,0.000000,0,50,51,0.010000,0.900000,367.362854,0.174128,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.000000,711.330261,0.167679,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.010000,753.474487,0.167679,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.020000,723.198303,0.167679,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.030000,1364.081543,0.167679,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.040000,1988.280762,0.167679,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.050000,1631.998657,0.177973,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.060000,1563.073608,0.177973,DiversiTree
