Problem,Alpha,Beta,DepthCut,NodesProcessed,NumSols,NumberofGeneratedSolutions,PercentNearOptimal,SolCut,Time(ms),diversity,nodeType,,,,,,,,,,,,
gen(100),0.2,0,0,0,100,101,0.01,0.1,1033.438477,0.146909,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0,0,0,100,101,0.01,0.2,1085.082153,0.117679,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0,0,0,100,101,0.01,0.3,1430.252197,0.151936,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0,0,0,100,101,0.01,0.4,1390.655029,0.153174,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0,0,0,100,101,0.01,0.5,1363.770752,0.169354,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0,0,0,100,101,0.01,0.6,1442.719971,0.177657,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0,0,0,100,101,0.01,0.7,1032.774902,0.164667,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0,0,0,100,101,0.01,0.8,801.999207,0.165288,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0,0,0,100,101,0.01,0.9,631.415955,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0,706.832703,0.072572,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.01,872.119568,0.113087,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.02,1084.003052,0.113087,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.03,871.46283,0.091763,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.04,879.362732,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.05,881.406677,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.06,1241.90625,0.147597,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.07,1195.571045,0.147597,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.08,1168.693237,0.147597,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.09,1168.217529,0.147597,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.1,1182.276611,0.147597,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.2,1087.799927,0.117374,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.3,1118.313721,0.143534,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.4,1431.632935,0.15387,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.5,1416.877441,0.171131,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.6,1474.618286,0.180212,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.7,1092.962402,0.167665,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.8,838.567993,0.165288,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.01,0,0,100,101,0.01,0.9,611.863525,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0,746.822144,0.072572,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.01,921.640869,0.113087,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.02,853.345032,0.113087,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.03,752.483826,0.091763,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.04,883.255981,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.05,869.362305,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.06,1014.553589,0.150168,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.07,990.78418,0.150168,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.08,989.738525,0.150168,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.09,981.931396,0.150168,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.1,1010.727234,0.150168,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.2,1068.93335,0.115397,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.3,1297.648438,0.143534,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.4,1423.068237,0.150696,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.5,1439.702148,0.173306,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.6,1339.344238,0.177566,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.7,1089.133911,0.167665,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.8,812.303772,0.165288,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.02,0,0,100,101,0.01,0.9,629.820862,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0,776.826416,0.072572,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.01,888.305237,0.113087,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.02,876.024353,0.113087,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.03,806.800781,0.091763,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.04,996.425232,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.05,851.150269,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.06,1047.255127,0.137586,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.07,1047.881592,0.137586,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.08,1005.448181,0.137586,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.09,1052.407837,0.137586,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.1,1007.865723,0.137586,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.2,1432.885376,0.152121,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.3,1262.539062,0.1456,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.4,1513.395142,0.159294,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.5,1419.989624,0.171164,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.6,1256.578613,0.164511,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.7,1069.328491,0.167882,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.8,952.53717,0.165288,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.03,0,0,100,101,0.01,0.9,719.705383,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0,730.650757,0.072572,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.01,849.967285,0.113087,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.02,907.633606,0.113087,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.03,891.11908,0.091763,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.04,854.348267,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.05,854.089783,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.06,1035.327515,0.146777,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.07,958.722778,0.146777,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.08,1004.17804,0.146777,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.09,1000.815918,0.146777,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.1,1053.225342,0.146777,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.2,1574.331055,0.153009,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.3,1183.518921,0.1456,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.4,1819.334595,0.159159,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.5,1489.136597,0.169478,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.6,1207.113281,0.164511,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.7,1132.801758,0.171721,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.8,816.006348,0.165288,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.04,0,0,100,101,0.01,0.9,689.160217,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0,707.413086,0.072572,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.01,946.644104,0.113087,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.02,855.523132,0.113087,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.03,767.082092,0.091763,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.04,883.230225,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.05,922.508423,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.06,1036.294434,0.146777,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.07,1035.443726,0.146777,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.08,1026.10498,0.146777,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.09,1084.56543,0.146777,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.1,1010.679688,0.146777,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.2,1484.095337,0.157941,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.3,1233.584351,0.147332,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.4,1409.129761,0.159159,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.5,1405.680664,0.169478,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.6,1075.499146,0.164511,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.7,1031.650635,0.171721,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.8,907.964233,0.165819,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.05,0,0,100,101,0.01,0.9,592.397217,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0,712.588257,0.072572,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.01,789.608215,0.113087,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.02,844.405396,0.113087,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.03,739.210083,0.091763,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.04,862.051392,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.05,857.902466,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.06,957.345947,0.130113,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.07,944.365234,0.130113,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.08,990.810852,0.130113,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.09,944.062134,0.130113,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.1,930.505493,0.130113,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.2,1559.810791,0.157941,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.3,1157.311401,0.160328,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.4,1382.306519,0.159054,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.5,1363.826904,0.174948,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.6,1116.526611,0.164511,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.7,1214.579468,0.171721,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.8,967.992249,0.165819,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.06,0,0,100,101,0.01,0.9,637.002991,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0,695.852539,0.072572,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.01,954.648804,0.10594,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.02,956.758667,0.10594,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.03,778.214722,0.091763,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.04,843.270874,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.05,844.475342,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.06,986.179565,0.134032,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.07,948.942627,0.134032,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.08,966.691467,0.134032,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.09,991.201538,0.134032,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.1,962.424194,0.134032,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.2,1336.238403,0.165903,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.3,1214.354858,0.160328,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.4,1425.970947,0.15928,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.5,1457.69873,0.174948,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.6,1132.991821,0.170468,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.7,1115.911133,0.168209,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.8,923.957336,0.168,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.07,0,0,100,101,0.01,0.9,654.046265,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0,754.49646,0.072572,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.01,971.415527,0.10593,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.02,989.444275,0.10593,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.03,755.953674,0.091763,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.04,840.689758,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.05,841.948181,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.06,958.119202,0.134032,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.07,954.036926,0.134032,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.08,958.030762,0.134032,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.09,933.279236,0.134032,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.1,970.895996,0.134032,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.2,1114.654175,0.124508,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.3,1293.267944,0.161188,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.4,1389.540283,0.158403,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.5,1348.233887,0.174948,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.6,1132.042603,0.170468,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.7,1061.495361,0.168209,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.8,880.096375,0.168,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.08,0,0,100,101,0.01,0.9,649.276794,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0,704.592285,0.072572,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.01,959.272949,0.10593,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.02,952.25116,0.10593,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.03,727.983398,0.091763,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.04,861.530396,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.05,859.690979,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.06,874.23053,0.123281,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.07,872.576904,0.123281,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.08,867.457947,0.123281,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.09,932.911194,0.123281,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.1,1004.73468,0.123281,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.2,1167.389526,0.126529,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.3,1339.727905,0.16052,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.4,1436.387695,0.154863,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.5,1418.17688,0.173713,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.6,1334.036499,0.179585,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.7,1125.612305,0.16833,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.8,921.477844,0.168,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.09,0,0,100,101,0.01,0.9,651.004578,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0,787.595886,0.072572,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.01,1123.521729,0.10593,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.02,1148.675781,0.10593,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.03,810.974426,0.091763,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.04,926.741333,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.05,910.400513,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.06,910.185974,0.123281,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.07,917.943665,0.123281,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.08,915.564819,0.123281,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.09,932.047668,0.123281,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.1,910.77356,0.123281,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.2,1493.21228,0.126529,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.3,1765.728638,0.16052,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.4,1736.936401,0.154778,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.5,1902.517578,0.176354,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.6,1776.658569,0.182472,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.7,1600.794922,0.182967,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.8,1157.138672,0.168,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.1,0,0,100,101,0.01,0.9,764.167236,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0,910.152527,0.078504,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.01,1052.661743,0.082558,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.02,1035.880737,0.082558,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.03,964.15448,0.084739,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.04,1049.278564,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.05,982.575256,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.06,1150.495117,0.180501,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.07,1137.747314,0.180501,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.08,1143.025269,0.180501,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.09,1093.140015,0.180501,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.1,1069.880493,0.180501,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.2,1439.31604,0.137387,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.3,1585.859375,0.16969,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.4,1455.9823,0.154494,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.5,1675.33313,0.180567,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.6,1695.949341,0.186656,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.7,1089.811401,0.164345,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.8,888.990479,0.172409,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.2,0,0,100,101,0.01,0.9,623.9021,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0,705.792603,0.078504,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.01,829.432556,0.082558,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.02,806.29425,0.082558,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.03,736.969238,0.098507,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.04,794.752502,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.05,826.245483,0.105707,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.06,787.970093,0.136617,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.07,827.968628,0.136617,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.08,777.368164,0.136617,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.09,811.609009,0.136617,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.1,771.783752,0.136617,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.2,1455.575439,0.148955,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.3,1276.598999,0.157869,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.4,1690.115234,0.17939,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.5,1665.998413,0.18088,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.6,1455.270386,0.18539,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.7,1038.796631,0.164315,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.8,916.529907,0.176655,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.3,0,0,100,101,0.01,0.9,638.430908,0.161944,DiversiTree,,,,,,,,,,,,
gen(100),0.2,0.4,0,0,100,101,0.01,0,718.404846,0.078504,DiversiTree,,,,,,,,,,,,
