Problem,Alpha,Beta,DepthCut,NodesProcessed,NumSols,NumberofGeneratedSolutions,PercentNearOptimal,SolCut,Time(ms),diversity,nodeType,,,,,,,,,,,,
gen(100),0.03,0.5,0,0,100,101,0.01,0.1,1932.447388,0.175894,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.5,0,0,100,101,0.01,0.2,1944.400757,0.194959,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.5,0,0,100,101,0.01,0.3,1815.488281,0.17832,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.5,0,0,100,101,0.01,0.4,1740.530029,0.194404,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.5,0,0,100,101,0.01,0.5,1693.911377,0.18456,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.5,0,0,100,101,0.01,0.6,1595.48877,0.17692,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.5,0,0,100,101,0.01,0.7,966.27002,0.165203,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.5,0,0,100,101,0.01,0.8,815.909424,0.161944,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.5,0,0,100,101,0.01,0.9,748.389404,0.161944,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0,2075.69458,0.185839,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.01,1125.559326,0.108233,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.02,1081.041992,0.108233,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.03,745.647156,0.106367,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.04,1566.636108,0.160069,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.05,1620.777466,0.160069,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.06,2007.100586,0.177341,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.07,1888.152832,0.177341,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.08,1877.103516,0.177341,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.09,1753.681519,0.177341,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.1,1853.767822,0.177341,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.2,2055.007324,0.200718,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.3,1975.597656,0.183213,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.4,2044.709473,0.195476,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.5,1699.757935,0.190913,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.6,1428.42981,0.173735,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.7,1004.506287,0.165203,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.8,898.379639,0.161944,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.6,0,0,100,101,0.01,0.9,649.075745,0.161944,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0,1634.58728,0.147457,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.01,1262.138672,0.161813,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.02,1310.296997,0.161813,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.03,1280.964478,0.137173,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.04,1326.913208,0.12431,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.05,1247.782227,0.12431,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.06,1847.605347,0.175685,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.07,1764.77124,0.175685,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.08,1725.474731,0.175685,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.09,1747.045166,0.175685,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.1,1760.56543,0.175685,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.2,1750.452393,0.211309,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.3,1793.381348,0.191664,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.4,1954.308838,0.198028,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.5,1756.998901,0.195537,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.6,1381.013062,0.177184,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.7,1049.854858,0.166774,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.8,850.809692,0.166812,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.7,0,0,100,101,0.01,0.9,628.221985,0.161944,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0,972.225891,0.142137,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.01,1943.052856,0.166859,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.02,1966.753296,0.166859,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.03,688.773682,0.088686,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.04,1408.862671,0.187982,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.05,1454.46814,0.187982,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.06,1971.27832,0.211651,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.07,2037.576904,0.211651,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.08,2007.938354,0.211651,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.09,1994.792114,0.211651,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.1,2154.748291,0.211651,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.2,1679.125366,0.204242,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.3,1587.347656,0.193779,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.4,1549.24939,0.192146,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.5,1641.146362,0.191777,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.6,1491.302002,0.17621,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.7,1076.553467,0.166774,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.8,769.43103,0.161944,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.8,0,0,100,101,0.01,0.9,611.294678,0.161944,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0,945.401184,0.151328,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.01,792.628235,0.119362,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.02,813.640381,0.119362,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.03,734.135864,0.13029,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.04,804.664062,0.186376,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.05,852.63446,0.186376,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.06,2089.10498,0.199406,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.07,2141.194824,0.199406,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.08,2142.347656,0.199406,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.09,2201.840576,0.199406,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.1,2157.499512,0.199406,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.2,1932.786011,0.181937,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.3,1785.730591,0.197772,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.4,1682.893311,0.202377,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.5,1544.12854,0.181081,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.6,1403.125244,0.175448,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.7,1020.873169,0.166774,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.8,825.789368,0.161944,DiversiTree,,,,,,,,,,,,
gen(100),0.03,0.9,0,0,100,101,0.01,0.9,633.944153,0.161944,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0,1114.098755,0.105905,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.01,1348.015259,0.138972,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.02,1275.525391,0.138972,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.03,1149.201416,0.139387,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.04,1618.003174,0.175908,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.05,1596.786377,0.175908,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.06,1595.92981,0.175908,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.07,1569.04126,0.175908,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.08,1930.696167,0.175908,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.09,1666.682007,0.175908,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.1,1657.17981,0.175908,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.2,1310.414307,0.120165,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.3,916.201477,0.127156,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.4,1437.174561,0.158996,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.5,1519.722534,0.173729,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.6,1157.196777,0.163606,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.7,1129.805786,0.163831,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.8,812.947083,0.165423,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0,0,0,100,101,0.01,0.9,591.904053,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0,1072.446289,0.106694,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.01,1203.142944,0.14017,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.02,1185.224243,0.14017,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.03,1165.262695,0.142979,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.04,1763.408203,0.181026,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.05,1781.424927,0.181026,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.06,1790.782837,0.181026,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.07,1697.056885,0.181026,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.08,1606.460571,0.181026,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.09,1706.285889,0.181026,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.1,1827.235229,0.181026,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.2,1378.353394,0.117709,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.3,1236.170776,0.136023,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.4,1422.892822,0.156818,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.5,1390.099487,0.178402,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.6,1140.751831,0.168113,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.7,966.768494,0.163831,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.8,897.988708,0.165819,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.01,0,0,100,101,0.01,0.9,563.919006,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0,950.064392,0.102638,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.01,1185.991577,0.140756,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.02,1174.10437,0.140756,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.03,1226.655518,0.141617,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.04,1724.387451,0.181026,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.05,1706.69104,0.181026,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.06,1408.045776,0.167685,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.07,1401.999023,0.167685,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.08,1397.587891,0.167685,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.09,1384.119751,0.167685,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.1,1403.997681,0.167685,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.2,1365.820923,0.121527,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.3,1039.497314,0.129728,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.4,1333.213501,0.156818,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.5,1463.446533,0.179024,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.6,1388.685547,0.183493,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.7,985.666077,0.164477,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.8,861.226868,0.168,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.02,0,0,100,101,0.01,0.9,618.877563,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0,1339.363159,0.124236,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.01,1212.677734,0.141645,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.02,1159.39563,0.141645,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.03,1167.713257,0.142791,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.04,1696.903076,0.181084,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.05,1667.098633,0.181084,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.06,1439.925049,0.171353,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.07,1525.421875,0.171353,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.08,1652.490601,0.171353,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.09,1431.928833,0.171353,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.1,1444.090088,0.171353,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.2,1284.21875,0.118435,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.3,1094.698975,0.145484,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.4,1355.758057,0.15005,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.5,1414.424683,0.175828,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.6,1518.052246,0.184013,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.7,1002.621704,0.166771,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.8,864.496399,0.168,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.03,0,0,100,101,0.01,0.9,607.786438,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0,1279.921875,0.123961,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.01,1169.093994,0.141348,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.02,1138.574829,0.141348,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.03,1203.738281,0.145663,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.04,1716.428589,0.180682,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.05,1807.871826,0.180682,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.06,1485.796631,0.171488,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.07,1454.66687,0.171488,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.08,1450.184204,0.171488,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.09,1432.01355,0.171488,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.1,1464.108032,0.171488,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.2,1235.856079,0.118963,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.3,1783.097534,0.178048,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.4,1563.022217,0.180137,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.5,1404.388672,0.17687,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.6,1523.124878,0.185855,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.7,984.355591,0.163848,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.8,868.832947,0.168,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.04,0,0,100,101,0.01,0.9,595.282776,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0,1227.778198,0.123939,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.01,1224.769409,0.141659,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.02,1214.301514,0.141659,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.03,1166.58313,0.142742,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.04,1997.084961,0.177267,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.05,2015.363892,0.177267,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.06,1750.533691,0.17546,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.07,1632.351685,0.17546,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.08,1732.890015,0.17546,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.09,1725.234253,0.17546,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.1,1551.704224,0.17546,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.2,1280.215942,0.125729,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.3,1628.394287,0.178246,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.4,1491.157104,0.174293,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.5,1386.077393,0.172657,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.6,1461.829834,0.181724,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.7,969.974182,0.163848,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.8,837.202332,0.168,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.05,0,0,100,101,0.01,0.9,570.496155,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0,1511.391479,0.133804,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.01,1329.636963,0.161117,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.02,1396.912354,0.161117,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.03,1174.106201,0.14324,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.04,2010.414917,0.18711,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.05,1903.440796,0.18711,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.06,1506.879761,0.172764,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.07,1481.199341,0.172764,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.08,1529.815796,0.172764,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.09,1462.484863,0.172764,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.1,1491.585938,0.172764,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.2,1385.416626,0.125009,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.3,1481.461426,0.174684,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.4,1509.041138,0.173058,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.5,1291.386963,0.173367,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.6,1457.018799,0.181914,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.7,948.165344,0.163848,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.8,846.815613,0.168,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.06,0,0,100,101,0.01,0.9,628.625122,0.161944,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0,1440.382324,0.128372,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.01,1288.128784,0.14632,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.02,1292.730957,0.14632,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.03,1174.288574,0.14327,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.04,1619.862061,0.187115,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.05,1619.634888,0.187115,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.06,1659.258301,0.187115,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.07,1649.171875,0.187115,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.08,1656.036499,0.187115,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.09,1623.099365,0.187115,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.1,1650.699097,0.187115,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.2,1340.398071,0.133359,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.3,1533.081787,0.172819,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.4,1417.309937,0.175102,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.5,1401.307007,0.173573,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.6,1403.497192,0.181642,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.7,933.557129,0.163848,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.8,866.089294,0.168,DiversiTree,,,,,,,,,,,,
gen(100),0.04,0.07,0,0,100,101,0.01,0.9,613.548523,0.161944,DiversiTree,,,,,,,,,,,,
